id,category,topic,title,question,answer,keywords,source,url
61,"Agriculture,Rural & Environment",SWSCFFSSAANW,Scheme for the Welfare of Schedule Caste Families in Fisheries Sector: Subsidy on Annual Auction of Notified Waters,What is Scheme for the Welfare of Schedule Caste Families in Fisheries Sector: Subsidy on Annual Auction of Notified Waters?,The objective of the scheme is to provide full-time employment to individuals from Scheduled Caste families in the fisheries sector and uplift their socio-economic status by promoting fish farming through subsidization of fishing contract costs in designated water bodies.,"Financial Assistance, Subsidy, Auction, Waters, Fish Culture, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/faotaaonw
62,"Agriculture,Rural & Environment",PASHUPALANGBCDC,Pashupalan (GBCDC),What is Pashupalan (GBCDC)?,The scheme aims to provide an amount for animal husbandry activities. Low-interest loans are provided to Pashu Palaks.,"Cow, Buffalo, Agriculture Activities, Loan, Agriculture,Rural & Environment, Banking,Financial Services and Insurance",State,https://www.myscheme.gov.in/schemes/pashupalangbcdc
63,"Agriculture,Rural & Environment",PMMSYMSOFRU,Pradhan Mantri Matsya Sampada Yojana: Medium Scale Ornamental Fish Rearing Unit (Fresh Water) - Haryana,What is Pradhan Mantri Matsya Sampada Yojana: Medium Scale Ornamental Fish Rearing Unit (Fresh Water) - Haryana?,"Under this scheme, financial assistance in the form of a subsidy is provided to eligible beneficiaries for setting up infrastructure such as sheds, breeding units, and rearing and culture tanks for ornamental fish.","Fish Production, Fish, Fish Farmer, Subsidy, Ornamental Aquaculture, Fish Rearing Unit, Fresh Water, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/msofru
64,"Agriculture,Rural & Environment",PMMSYCNGPGUJ,Pradhan Mantri Matsya Sampada Yojana (PMMSY-Inland): Construction of New Grow-out Pond - Gujarat,What is Pradhan Mantri Matsya Sampada Yojana (PMMSY-Inland): Construction of New Grow-out Pond - Gujarat?,The scheme aims to enhance fish production and provide employment through inland fisheries. It offers financial support to construct new grow-out ponds for eligible beneficiaries.,"Fish Farming, Construction, Ponds, Freshwater Hatcheries, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/pmmsycngpguj
65,"Banking,Financial Services and Insurance",AITH-ATISIS,"""Agricultural Income Tax Holiday"" under the ""Assam Tea Industries Special Incentives Scheme""","What is ""Agricultural Income Tax Holiday"" under the ""Assam Tea Industries Special Incentives Scheme""?","The scheme aims to ensure long-term financial sustainability of the Tea industry and to incentivize manufacturers to move from Crush, Tear, Curl tea to Orthodox tea production. The scheme is implemented by the Finance Department and the Industries & Commerce Department, Government of Assam.","Holiday, Tea, Income Tax, Incentive, Industry, Banking,Financial Services and Insurance, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/aith-atisis
66,"Agriculture,Rural & Environment",SFIDFH,Scheme for Integrated Development for Horticulture (HRT-2),What is Scheme for Integrated Development for Horticulture (HRT-2)?,"The scheme ""Scheme for Integrated Development for Horticulture (HRT-2)"" aims to promote holistic horticultural growth through financial assistance for production, processing, marketing, and infrastructure support to farmers across Gujarat.","Horticulture, Farm Mechanization, Greenhouse Subsidy, Crop Protection, Post Harvest Management, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/sfidfh
67,"Agriculture,Rural & Environment",NMOEPPM,National Mission on Edible Oil–Oil Palm: Planting Materials,What is National Mission on Edible Oil–Oil Palm: Planting Materials?,"The scheme component ""Planting Materials"" launched under the ""National Mission on Edible Oil–Oil Palm"" scheme aims to increase oil palm production in the state and reduce dependency on imports through financial assistance to farmers for procuring planting materials.","Edible Oil, Oil Palm, Planting Materials, Imported Plant, Seedlings, Subsidy, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/nmoeppm
68,"Agriculture,Rural & Environment",NMOEN,National Mission on Edible Oil- Oil Palm: Nursery,What is National Mission on Edible Oil- Oil Palm: Nursery?,"The scheme component ""Nursery"" launched under the ""National Mission on Edible Oil–Oil Palm"" scheme aims to increase the production of oil palm in the state and reduce dependence on imports through providing subsidy assistance for setting up nurseries for farmers.","Edible Oil, Nursery, Farmer, Subsidy, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/nmoen
69,"Agriculture,Rural & Environment",ATMFCVC,Assistance in Trellise Mandap for Cultivation of Vegetable Crops,What is Assistance in Trellise Mandap for Cultivation of Vegetable Crops?,"The scheme ""Assistance in Trellise Mandap for Cultivation of Vegetable Crops"" aims to promote structured vegetable farming through the provision of financial assistance for constructing kachha/semi-pucca/pucca trellis mandaps to all farmers across the state.","Agriculture, Vegetable Farming, Trellis Mandap, Farming Infrastructure, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/atmfcvc
70,"Agriculture,Rural & Environment",IHDPTAF,Integrated Horticulture Development Program for Tribal Area Farmers (TASP) HRT-3,What is Integrated Horticulture Development Program for Tribal Area Farmers (TASP) HRT-3?,"The scheme ""Integrated Horticulture Development Program for Tribal Area Farmers (TASP) HRT-3"" by the Agriculture and Co-operation Department, Government of Gujarat, aims to enhance the horticulture sector through financial assistance and subsidies to tribal area farmers across the state.","Horticulture, Tribal Farmers, Farm Mechanization, Post Harvest Management, Subsidy, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/ihdptaf
71,"Agriculture,Rural & Environment",PMMSYC2GUJ,PMMSY: Construction of  Plant/Storage of Minimum 20 Tonne Capacity - Gujarat,What is PMMSY: Construction of  Plant/Storage of Minimum 20 Tonne Capacity - Gujarat?,"The scheme aims to provide financial support for the construction of 20-tonne capacity ice plant/storage units, ensuring hygienic fish storage and improving the income of beneficiaries.","Construction Of Plant, Storage, Fish, Fishermen, Fish Sellers, 20 Tonne, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/pmmsyc2guj
72,"Agriculture,Rural & Environment",PMMSYCP3GUJ,PMMSY: Construction of  Plant/Storage of Minimum 30 Tonne Capacity - Gujarat ,What is PMMSY: Construction of  Plant/Storage of Minimum 30 Tonne Capacity - Gujarat?,"The scheme aims to strengthen fish storage infrastructure for hygienic preservation. Through this scheme, beneficiaries receive financial assistance for constructing 30-tonne capacity plants or storage units.","Construction Of Plant, Storage, Fishermen, Fish Sellers, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/pmmsycp3guj
73,"Agriculture,Rural & Environment",DSMPHSFCCLOMUK,Distribution of Seeds of more productions varieties/ Hybrids varieties Seeds and fertilizer at subsidies etc. to Adivasi farmers in Tribal Area: Castor cake/Neem cake/ Liquid Fermented Organic Manure / Green manure seed (For mix in the soil) Gujarat,What is Distribution of Seeds of more productions varieties/ Hybrids varieties Seeds and fertilizer at subsidies etc. to Adivasi farmers in Tribal Area: Castor cake/Neem cake/ Liquid Fermented Organic Manure / Green manure seed (For mix in the soil) Gujarat?,"The scheme aims to help tribal farmers improve their livelihood by increasing agricultural crop production. Through this scheme, subsidies are provided on high-yield and hybrid seeds, fertilizers, and other agricultural inputs to Scheduled Tribe farmers.","Adivasi Farmers, Crop Production, Livelihood, Castor Cake, Fertilizer, Subsidies, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/dsmphsfcclomuk
74,"Agriculture,Rural & Environment",DSPVSFWCPLGUJ,Distribution of Seeds of more productions varieties/ Hybrids varieties Seeds and fertilizer at subsidies etc. to Adivasi farmers in Tribal Area: Water Carrying Pipe Line (TASP & OTASP) Gujarat,What is Distribution of Seeds of more productions varieties/ Hybrids varieties Seeds and fertilizer at subsidies etc. to Adivasi farmers in Tribal Area: Water Carrying Pipe Line (TASP & OTASP) Gujarat?,"The scheme aims to improve the agricultural productivity of Scheduled Tribe farmers through subsidized seeds, fertilizers, and equipment. It provides direct support to tribal farmers for enhancing crop production and livelihood.","Adivasi Farmers, Crop Production, Livelihood, Fertilizer, Subsidies, Water Carrying Pipeline, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/dspvsfwcplguj
75,"Agriculture,Rural & Environment",DSMPVHVSTGUJ,Distribution of Seeds of more productions varieties/ Hybrids varieties Seeds and fertilizer at subsidies etc. to Adivasi farmers in Tribal Area: Tarpaulin Gujarat,What is Distribution of Seeds of more productions varieties/ Hybrids varieties Seeds and fertilizer at subsidies etc. to Adivasi farmers in Tribal Area: Tarpaulin Gujarat?,"The scheme aims to enhance crop production and livelihood. It provides subsidies on seeds, fertilizers, tarpaulins, and other agricultural inputs to Scheduled Tribe farmers.","Adivasi Farmers, Crop Production, Livelihood, Seeds, Fertilizer, Subsidies, Tarpaulin, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/dsmpvhvstguj
76,"Agriculture,Rural & Environment",PMMSYFVGUJ,PMMSY: Three wheeler with Ice Box including e-rickshaws for fish vending - Gujarat ,What is PMMSY: Three wheeler with Ice Box including e-rickshaws for fish vending - Gujarat?,"The scheme aims to strengthen fish storage infrastructure for hygienic preservation. Through this scheme, beneficiaries receive financial assistance for a three-wheeler with an Ice Box, including e-rickshaws for fish vending.","Construction Of Plant, Storage, Fishermen, Fish Sellers, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/pmmsyfvguj
77,"Agriculture,Rural & Environment",PMMSYSADSVTGUJ,PMMSY: Support for Acquisition of Deep Sea Fishing Vessels for Traditional Fishermen - Gujarat ,What is PMMSY: Support for Acquisition of Deep Sea Fishing Vessels for Traditional Fishermen - Gujarat?,"The scheme aims to strengthen fish storage infrastructure for hygienic preservation. Through this scheme, beneficiaries receive financial assistance for the support for acquisition of deep-sea fishing vessels for traditional fishermen.","Construction Of Plant, Storage, Traditional Fishermen, Fish Sellers, Support For Acquisition Of Deep Sea Fishing Vessels, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/pmmsysadsvtguj
78,"Agriculture,Rural & Environment",PMMSYICEBOXGUJ,PMMSY: Motorcycle with Ice Box - Gujarat,What is PMMSY: Motorcycle with Ice Box - Gujarat?,"The scheme aims to provide financial assistance for the purchase of motorcycles with ice boxes. Through this scheme, eligible beneficiaries receive subsidies to enhance their livelihood opportunities.","Construction Of Plant, Storage, Fishermen, Fish Sellers, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/pmmsyiceboxguj
79,"Agriculture,Rural & Environment",NLMLIS,National Livestock Mission: Livestock Insurance Scheme - Uttarakhand Livestock Development Board,What is National Livestock Mission: Livestock Insurance Scheme - Uttarakhand Livestock Development Board?,"The scheme aims to provide insurance coverage to livestock in order to protect cattle rearers against the loss of their animals due to death, thereby encouraging them to adopt better animal husbandry practices.","Livestock, Animal Husbandry, Insurance, Cattle, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/lisulm
80,"Agriculture,Rural & Environment",MPKULDB,Maitri Prashikshan Karyakram - Uttarakhand Livestock Development Board,What is Maitri Prashikshan Karyakram - Uttarakhand Livestock Development Board?,The scheme aims to enhance livestock productivity and improve  artificial insemination services across the state through the training and capacity building of local youth.,"Artificial Insemination, Livestock Development, Animal Husbandry, Training, Livestock, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/mtp
